# Id,Group Id,Surface,OrientationX_mean,OrientationX_std,OrientationY_mean,OrientationY_std,OrientationZ_mean,OrientationZ_std,OrientationW_mean,OrientationW_std,AngularVelocityX_mean,AngularVelocityX_std,AngularVelocityY_mean,AngularVelocityY_std,AngularVelocityZ_mean,AngularVelocityZ_std,LinearAccelerationX_mean,LinearAccelerationX_std,LinearAccelerationY_mean,LinearAccelerationY_std,LinearAccelerationZ_mean,LinearAccelerationZ_std
0,13,soft_tiles,-0.75866578125,0.00036127943084050574,-0.63400765625,0.00046930714285629604,-0.105474140625,0.00043010995567948566,-0.106469609375,0.00038774267067490716,-0.00248068359375,0.05259350547236726,-0.0033060299765625004,0.03142063690403584,0.007531646328125,0.01706043516967726,0.26341829375000003,0.9076087017066276,2.9841948984375,1.3823585915419434,-9.320390625,1.0907542200982354
1,31,hard_tiles,-0.9586064062499999,0.0001507571224219186,0.241866953125,0.0004968188782672557,0.0316503046875,0.0005062598542033796,-0.14687554687499998,0.0005191366158611182,0.0046047653125,0.09194769664923791,-0.007756780624999999,0.04634100591519911,0.006206277499999999,0.06726870480411433,0.12186745828125,1.1016167587412637,2.76819294140625,1.8571595368705702,-9.38889921875,2.1147557239806125
2,20,hard_tiles,-0.51205734375,0.0013720801295244904,-0.8461709374999999,0.0007820140638720986,-0.12937062500000002,0.0005384479286569871,-0.071081859375,0.0002771416812293117,0.0026456632812500006,0.059932043324644774,-0.0092316829921875,0.035391346069484575,0.027989151546875,0.021780077658102172,0.1497114296875,0.7531786916498746,2.8867445703124996,1.7628650479860621,-9.395782812499998,1.1358036745178894
3,31,hard_tiles,-0.9391690625,0.00022643444657063666,0.31014015625,0.00045126728563672785,0.0389550078125,0.0004474214926961656,-0.142318828125,0.0013657396239616787,0.0006239554687500026,0.17884104527115813,-0.0028041115624999986,0.04651704123392734,0.007886642789062499,0.03213887914943298,0.20179051640625006,1.4662577679364273,2.6579223273437496,4.184966442467184,-9.451164062499998,3.4649153525179726
4,22,carpet,-0.8913005468749999,0.002943750347291315,0.42814421874999997,0.006141213694348082,0.0600564453125,0.0009814647520462855,-0.13646039062499998,0.0005389955970711718,0.006968878046874999,0.04459766866464463,0.0461085890625,0.01605072225330352,-0.1423850625,0.03833841990250894,-0.08617125,0.43599386349071756,2.9814978906249996,1.1333226800214575,-9.349988281249999,0.8094048725781775
5,1,fine_concrete,0.46471250000000003,0.0003137773892427544,-0.872496171875,0.00022385863666381627,-0.12726429687500002,0.0006549316323977896,0.08121149999999999,0.00037414391866633426,-0.0073662046875,0.0978672396492452,-0.00013449780468749993,0.05481167838057804,-0.006880514765625,0.05240756254274009,0.109911471875,1.538707782880806,2.6689451484374995,2.2712001575929452,-9.2852421875,2.272033005805641
6,34,soft_pvc,-0.40235609375,0.0021114931899513557,-0.9031414843749999,0.00100874232481881,-0.140541484375,0.0003166551008287399,-0.051849015625,0.0005548475295122613,0.010418562734375001,0.025430509114505576,0.017725200316406252,0.011598297770840578,-0.05095673437500001,0.015805101214918505,0.175171307578125,0.4472454420241283,2.64055,0.668730821337143,-9.46501953125,0.49426340934936236
7,31,hard_tiles,-0.9259089062499999,0.00013588387951091473,0.347656640625,0.0003528373327039107,0.046576015624999995,0.0005557812489018132,-0.140201640625,0.0007520532076253696,0.0091833375,0.12830234067716526,-0.00012193367187499993,0.06233371139958844,-0.0081296109375,0.059383819170582254,0.44704805078125,1.9337363977803697,2.5985275859375,2.7545337903116303,-9.313302890625001,2.9759985445537733
8,33,tiled,0.0120406953125,0.002919104861909174,-0.9889221875,1.819759170193062e-05,-0.14760171875,0.00021042779854011086,0.009644085156250001,0.000712451632359375,-0.00530138703125,0.015085724483645818,-0.019520323960937502,0.018323016670049173,0.0549675628125,0.0400635387797534,-0.015767859375000002,0.512169569616486,2.4656234374999997,0.16862180847812538,-9.513328906249999,0.399873243617654
9,11,fine_concrete,0.789136796875,0.021483869018899746,-0.5942575781249999,0.028523796363357234,-0.08321009374999999,0.004342301547058418,0.12607210937500002,0.0029993253544400803,-0.007558510390624999,0.08358521980096785,-0.225972828125,0.06466228114610041,0.73949421875,0.035805763974039825,0.5541699828125001,1.696057305113619,3.381636359375,1.9203132733172152,-9.224055468750002,2.1291029299628383
