# Id,Group Id,Surface,0,1,2,3,4,5,6,7,8,9
0,13,soft_tiles,-0.75866578125,-0.63400765625,-0.105474140625,-0.106469609375,-0.00248068359375,-0.0033060299765625004,0.007531646328125,0.26341829375000003,2.9841948984375,-9.320390625
1,31,hard_tiles,-0.9586064062499999,0.241866953125,0.0316503046875,-0.14687554687499998,0.0046047653125,-0.007756780624999999,0.006206277499999999,0.12186745828125,2.76819294140625,-9.38889921875
2,20,hard_tiles,-0.51205734375,-0.8461709374999999,-0.12937062500000002,-0.071081859375,0.0026456632812500006,-0.0092316829921875,0.027989151546875,0.1497114296875,2.8867445703124996,-9.395782812499998
3,31,hard_tiles,-0.9391690625,0.31014015625,0.0389550078125,-0.142318828125,0.0006239554687500026,-0.0028041115624999986,0.007886642789062499,0.20179051640625006,2.6579223273437496,-9.451164062499998
4,22,carpet,-0.8913005468749999,0.42814421874999997,0.0600564453125,-0.13646039062499998,0.006968878046874999,0.0461085890625,-0.1423850625,-0.08617125,2.9814978906249996,-9.349988281249999
5,1,fine_concrete,0.46471250000000003,-0.872496171875,-0.12726429687500002,0.08121149999999999,-0.0073662046875,-0.00013449780468749993,-0.006880514765625,0.109911471875,2.6689451484374995,-9.2852421875
6,34,soft_pvc,-0.40235609375,-0.9031414843749999,-0.140541484375,-0.051849015625,0.010418562734375001,0.017725200316406252,-0.05095673437500001,0.175171307578125,2.64055,-9.46501953125
7,31,hard_tiles,-0.9259089062499999,0.347656640625,0.046576015624999995,-0.140201640625,0.0091833375,-0.00012193367187499993,-0.0081296109375,0.44704805078125,2.5985275859375,-9.313302890625001
8,33,tiled,0.0120406953125,-0.9889221875,-0.14760171875,0.009644085156250001,-0.00530138703125,-0.019520323960937502,0.0549675628125,-0.015767859375000002,2.4656234374999997,-9.513328906249999
9,11,fine_concrete,0.789136796875,-0.5942575781249999,-0.08321009374999999,0.12607210937500002,-0.007558510390624999,-0.225972828125,0.73949421875,0.5541699828125001,3.381636359375,-9.224055468750002
