# Id,Group Id,Surface,OrientationX_mean,OrientationX_std,OrientationY_mean,OrientationY_std,OrientationZ_mean,OrientationZ_std,OrientationW_mean,OrientationW_std,AngularVelocityX_mean,AngularVelocityX_std,AngularVelocityY_mean,AngularVelocityY_std,AngularVelocityZ_mean,AngularVelocityZ_std,LinearAccelerationX_mean,LinearAccelerationX_std,LinearAccelerationY_mean,LinearAccelerationY_std,LinearAccelerationZ_mean,LinearAccelerationZ_std
0,13,soft_tiles,0.11627238372974943,0.00018267471170868793,0.17974625425810428,0.00023719391829306652,0.18005857780812456,0.0013502541460396992,0.15283145941769682,0.0012613619735683376,0.46428950995289675,0.02320677115667266,0.46067384004835055,0.01565583614224291,0.5282388179597186,0.007197888435438893,0.5499346880698395,0.01655012220471604,0.6601600075496766,0.01585019138603828,0.5587282980666025,0.015204480409515546
1,31,hard_tiles,0.015175855909835596,7.622773821467071e-05,0.6224246445051502,0.0002510987062778657,0.6105365250439505,0.0015893132862540992,0.0213872905823032,0.0016887983599906252,0.46741594904138906,0.04057172335932485,0.4584561821735361,0.023090149238250444,0.527679637794279,0.028381024725387876,0.5473535276856537,0.02008783294568314,0.6576833185200341,0.021294282304109093,0.5577733280537782,0.02947846671936621
2,20,hard_tiles,0.24096568586554215,0.000693768647495344,0.07251617953279627,0.00039524005290263625,0.10503979092107743,0.0016903620539241134,0.2679510104912166,0.000901566952600231,0.46655149948429153,0.02644488519818417,0.457721288420204,0.01763430565107654,0.5368699483363746,0.009189130730783137,0.5478612587470367,0.013734111809808073,0.6590426373095203,0.020213097071411265,0.5576773747543178,0.015832443643177208
3,31,hard_tiles,0.0250040134599438,0.00011449267164747092,0.6569308070687059,0.00022807634042430682,0.6334683487552584,0.0014046006551646987,0.03621070876707873,0.0044428745086586814,0.4656594252608877,0.07891322652391922,0.4609239289460179,0.023177861658392463,0.5283885928567473,0.013559564234846425,0.5488109138659052,0.02673701254442792,0.6564189502527548,0.04798503041331878,0.556905392290107,0.048298907881598185
4,22,carpet,0.04920790259743546,0.001488456579946259,0.7165715911158508,0.0031038490707214687,0.6997125802489483,0.003081135028713145,0.05526873576772935,0.001753401421832049,0.4684591087000286,0.019678625364975784,0.4852954663084965,0.007997529723214972,0.46498816028183276,0.01617518348768414,0.5435599699124727,0.007950289268612642,0.6601290835258673,0.012994733414606122,0.5583157239263161,0.011282633889211973
5,1,fine_concrete,0.7348525069271687,0.00015865612384097198,0.05921106456398024,0.000113141059074597,0.11165223559050672,0.0020560420430645746,0.7633750813272608,0.0012171240034688905,0.4621337842794422,0.04318370897464819,0.46225410680597157,0.027310797614590255,0.5221582504575036,0.022111029677976585,0.5471355118868526,0.028058128790678448,0.6565453384598516,0.026041692361237247,0.5592182468740852,0.03167082069454048
6,34,soft_pvc,0.29643423045223793,0.001067640105753776,0.043722526066674094,0.0005098314573172732,0.06997085334651851,0.0009940826923737678,0.33051719054977224,0.0018049691916469102,0.46998127464782896,0.011221157443633039,0.4711529877607956,0.00577903783375881,0.5035622587228925,0.0066682563559693295,0.5483255161848672,0.00815546028490387,0.6562197582956866,0.007667700384538524,0.5567122551018274,0.0068897448995575905
7,31,hard_tiles,0.031708782714438874,6.8707339517684e-05,0.6758921249709389,0.00017832856528617679,0.6573931550982609,0.0017447769476417886,0.043098111174365655,0.002446497097024626,0.4694362341702334,0.05661313183478147,0.4622603670866011,0.03105877117610139,0.5216312501318454,0.025054349493959266,0.5532831519106719,0.03526142227900017,0.6557379272357362,0.031583619491270094,0.5588270969678278,0.041483691500491686
8,33,tiled,0.5059668180088688,0.0014759950154264437,0.0003678458793680404,9.197298922424477e-06,0.04780649604445283,0.0006606008618701284,0.5305598085759596,0.002317669591279688,0.4630448806286678,0.006656543477759261,0.45259480808738717,0.009129736850783861,0.5482522836944141,0.01690302032729449,0.5448437662404266,0.009339342990818487,0.6542140417536175,0.0019334259233394326,0.5560388504683644,0.005574000803156645
9,11,fine_concrete,0.8988920559406791,0.010862947747355413,0.19983645941786538,0.01441629671954494,0.24995261584102468,0.013631887822748849,0.9093107006343526,0.00975707662472374,0.4620489298016039,0.03688179843840968,0.34972653758669836,0.032219018389056296,0.8370577245591091,0.015106642466475322,0.5552365058864424,0.03092737609616373,0.6647170908268741,0.02201840614255985,0.560071154201341,0.02967845843910339
10,26,soft_pvc,0.9291071679130514,0.0004420597150267372,0.24346473386216377,0.0007523794048270536,0.2855350534862184,0.0011521487936894215,0.9133874837345478,0.0017987346186641457,0.46534573654607725,0.021286010366551707,0.45807287354070336,0.01977039919948704,0.5409663027183887,0.012050106500850259,0.5478121822574762,0.021520107682820866,0.6586965072981401,0.013905048473868217,0.5578238148879968,0.015604790544612179
11,1,fine_concrete,0.7501382194521975,0.002273806184525953,0.06751342029384713,0.0012753972358465978,0.12924716087461544,0.003733975081229176,0.778014394925179,0.0025498376465826625,0.46968044830781447,0.07165353247964783,0.48174144446077655,0.02326308399142599,0.4792437215213906,0.011002701443653954,0.5458939069195614,0.026387068623017665,0.6585807931854404,0.030162746859566065,0.5587456363083538,0.052540157937918025
12,25,concrete,0.6688044661276622,0.0012627137679312992,0.9705587071915213,0.00043479060659124306,0.959620210570101,0.0035316082861381677,0.6375333187621991,0.0026361036160632042,0.4663671127291731,0.04663898203003476,0.4493774613174279,0.02328540555353227,0.5488939547559278,0.048152595600188884,0.5477111808214806,0.027321950595754103,0.657965100482004,0.037759992901135145,0.5574042274773832,0.021926207110510767
13,25,concrete,0.6891542091398176,0.0019235816157052651,0.962531762046518,0.0007704982114186512,0.9605649506341434,0.002088239096694298,0.6622213778871178,0.004147205903697108,0.4651800299841702,0.023445878265453832,0.48188541558968545,0.023190478816479725,0.48846284398468487,0.013519547862176956,0.545161623586798,0.025582255166939866,0.657290266255991,0.01147341449719226,0.5588617244455596,0.01847650456662078
14,12,hard_tiles,0.24495907850959692,0.0002956126873204789,0.07061397094128113,0.00012511667337604084,0.09017019055691594,0.004727595769692157,0.2591169638500325,0.003164138123635502,0.4655950351343599,0.13521970386035084,0.46119765653027467,0.03439395801935106,0.5277544824474201,0.034127502458258026,0.5458032951868503,0.036941161533851234,0.6590663849303151,0.05474115910180937,0.5580070343972594,0.09928839463076372
15,7,concrete,0.023549450250793864,0.00014763887689419879,0.652588638379545,0.0003578143488747295,0.6268597791878571,0.0014216700707546032,0.03616216655823033,0.002272518557487258,0.4715249205064421,0.04317414381496484,0.461387376188676,0.019306134883712408,0.5183304552688065,0.02348847958809868,0.544328779375228,0.02364095252643765,0.6623674042799894,0.021628526408512688,0.5593067404061947,0.02902012772778083
